Age,Generation,Gender,Income_kUSD,Occupation,Drinks_Per_Week,Social_Setting,Taste_Preference,Alcohol_Tolerance,Price_Sensitivity,Preferred_Drink,Support_Local_Store,Purchase_Frequency,Monthly_Spend_USD,Purchase_Channel,Drinking_Occasion,Brand_Loyalty,Access_Problems,Health_Score
55.0,Gen X,Male,40.62,Retired,3.0,Other,Neutral,2.44,High,Wine,Yes,Weekly,227.77,Offline,Daily Habit,Low,Location,4.3
45.0,Gen X,Female,21.44,Professional,3.0,Home,Sweet,1.62,Medium,Wine,Yes,Weekly,330.07,Offline,Stress Relief,Medium,Expensive,2.9
46.0,Gen X,Male,65.23,Retired,4.0,Social Event,Bitter,1.25,Medium,Spirits,No,Weekly,1436.86,Offline,Celebration,Medium,Expensive,2.2
31.0,Millennial,Female,27.08,Professional,1.0,Social Event,Salty,2.28,Low,Cocktails,Maybe,Monthly,223.87,Online,Celebration,High,Location,4.7
58.0,Baby Boomer,Female,60.33,Retired,2.0,Bar,Bitter,1.41,Medium,Spirits,Yes,Monthly,389.68,Offline,Celebration,Medium,Limited Variety,3.3
22.0,Gen Z,Male,69.46,Entrepreneur,1.0,Social Event,Salty,1.13,Low,Beer,Yes,Monthly,234.97,Offline,Celebration,High,Expensive,3.5
27.0,Millennial,Male,42.49,Student,1.0,Restaurant,Sweet,2.38,Low,Other,No,Monthly,142.15,Online,Social,High,Expensive,4.7
38.0,Millennial,Male,73.65,Entrepreneur,5.0,Other,Sweet,2.2,Low,Wine,Yes,Weekly,1078.61,Online,Celebration,High,Expensive,2.8
47.0,Gen X,Male,59.64,Student,1.0,Other,Salty,2.19,Medium,Wine,No,Monthly,372.55,Online,Daily Habit,Medium,No Problems,5.0
54.0,Gen X,Male,36.08,Entrepreneur,3.0,Home,Neutral,1.52,Medium,Cider,Maybe,Weekly,549.71,Online,Stress Relief,Medium,Location,3.9
47.0,Gen X,Female,78.03,Entrepreneur,1.0,Social Event,Sweet,2.08,Low,Cocktails,Maybe,Monthly,547.39,Offline,Celebration,High,No Problems,5.0
37.0,Millennial,Male,27.17,Professional,0.0,Bar,Sweet,0.86,Medium,Cocktails,No,Rarely,53.17,Both,Celebration,Medium,Expensive,5.0
63.0,Baby Boomer,Male,42.47,Other,1.0,Bar,Sour,1.65,Medium,Cider,No,Monthly,364.17,Online,Celebration,Medium,No Problems,3.9
64.0,Baby Boomer,Female,45.87,Retired,0.0,Bar,Sweet,2.47,Medium,Beer,Maybe,Rarely,115.54,Online,Celebration,Medium,Expensive,5.0
44.0,Gen X,Male,62.1,Retired,1.0,Restaurant,Sour,1.08,Low,Cocktails,No,Monthly,259.72,Offline,Social,High,Location,5.0
45.0,Gen X,Female,72.31,Retired,3.0,Social Event,Sweet,2.09,Medium,Wine,Maybe,Weekly,619.5,Both,Celebration,Medium,No Problems,3.7
27.0,Millennial,Female,71.06,Student,2.0,Bar,Sweet,1.48,High,Beer,Yes,Monthly,1192.98,Online,Celebration,Low,Expensive,4.7
26.0,Millennial,Female,54.47,Retired,1.0,Restaurant,Neutral,0.58,Low,Spirits,No,Monthly,1306.96,Online,Social,High,Limited Variety,4.4
44.0,Gen X,Female,44.39,Retired,3.0,Other,Neutral,2.03,Low,Spirits,No,Weekly,454.51,Offline,Social,High,Expensive,3.8
53.0,Gen X,Female,13.48,Professional,3.0,Home,Sweet,0.84,Low,Beer,No,Weekly,92.99,Online,Stress Relief,High,Expensive,3.4
49.0,Gen X,Male,23.72,Entrepreneur,0.0,Social Event,Salty,1.76,Low,Wine,No,Rarely,128.56,Online,Celebration,High,Location,5.0
63.0,Baby Boomer,Male,85.33,Retired,2.0,Social Event,Salty,0.67,Medium,Spirits,No,Monthly,823.2,Offline,Celebration,Medium,Location,4.4
42.0,Gen X,Male,13.28,Other,1.0,Other,Sweet,2.39,High,Other,No,Monthly,57.33,Offline,Daily Habit,Low,Location,3.9
46.0,Gen X,Female,34.31,Retired,2.0,Social Event,Salty,1.08,High,Wine,No,Monthly,521.07,Offline,Celebration,Low,Limited Variety,4.9
48.0,Gen X,Male,72.89,Student,0.0,Social Event,Sweet,0.95,Low,Cider,No,Rarely,339.28,Both,Celebration,High,Location,4.6
41.0,Gen X,Female,54.19,Student,3.0,Social Event,Neutral,0.76,Medium,Cocktails,No,Weekly,525.43,Offline,Celebration,Medium,Expensive,3.5
27.0,Millennial,Other,68.56,Student,2.0,Social Event,Bitter,2.39,Medium,Beer,No,Monthly,592.01,Online,Celebration,Medium,Expensive,4.2
37.0,Millennial,Female,60.86,Retired,4.0,Restaurant,Sour,1.92,Medium,Cocktails,No,Weekly,693.82,Online,Social,Medium,No Problems,3.3
40.0,Millennial,Female,79.39,Professional,1.0,Restaurant,Salty,1.98,Medium,Cider,Yes,Monthly,611.97,Online,Social,Medium,Expensive,4.7
61.0,Baby Boomer,Male,55.91,Other,4.0,Home,Salty,1.5,Low,Spirits,No,Weekly,379.16,Online,Stress Relief,High,Location,2.4
40.0,Millennial,Female,63.27,Retired,1.0,Social Event,Neutral,1.45,Medium,Other,No,Monthly,242.53,Offline,Celebration,Medium,Expensive,4.7
42.0,Gen X,Female,35.52,Professional,1.0,Other,Salty,0.72,Medium,Wine,Yes,Monthly,103.84,Both,Social,Medium,Location,5.0
48.0,Gen X,Male,61.73,Professional,0.0,Bar,Sweet,1.62,Medium,Wine,No,Rarely,319.06,Both,Celebration,Medium,Location,5.0
60.0,Baby Boomer,Male,42.08,Retired,4.0,Home,Sweet,0.99,Medium,Cider,Yes,Weekly,573.58,Offline,Stress Relief,Medium,Expensive,2.3
27.0,Millennial,Female,40.94,Retired,4.0,Bar,Bitter,2.45,Low,Beer,Yes,Weekly,475.25,Online,Celebration,High,Limited Variety,2.7
21.0,Gen Z,Female,67.89,Professional,2.0,Bar,Bitter,2.09,Low,Cocktails,No,Monthly,970.67,Online,Celebration,High,Location,3.5
52.0,Gen X,Female,68.03,Professional,2.0,Social Event,Bitter,1.33,High,Other,Yes,Monthly,419.89,Both,Celebration,Low,Expensive,4.2
33.0,Millennial,Female,83.77,Professional,2.0,Other,Sweet,0.8,Medium,Spirits,No,Monthly,724.36,Offline,Celebration,Medium,Expensive,3.2
50.0,Gen X,Female,82.47,Retired,2.0,Bar,Bitter,2.07,High,Beer,No,Monthly,295.73,Offline,Celebration,Low,Location,3.4
43.0,Gen X,Female,68.35,Professional,4.0,Bar,Bitter,0.74,Low,Other,Maybe,Weekly,520.06,Both,Celebration,High,Expensive,2.7
39.0,Millennial,Male,15.59,Student,0.0,Home,Sweet,0.88,Medium,Other,Yes,Rarely,91.58,Both,Stress Relief,Medium,No Problems,4.1
52.0,Gen X,Male,86.55,Retired,4.0,Other,Neutral,0.92,Medium,Cider,Yes,Weekly,1221.85,Both,Daily Habit,Medium,Limited Variety,3.0
50.0,Gen X,Male,68.36,Student,1.0,Other,Salty,1.61,High,Cider,No,Monthly,299.06,Online,Celebration,Low,Expensive,3.4
49.0,Gen X,Female,34.68,Entrepreneur,1.0,Bar,Sour,2.07,Low,Wine,No,Monthly,169.56,Both,Celebration,High,Location,4.7
65.0,Baby Boomer,Female,64.58,Retired,2.0,Other,Sweet,1.13,Low,Spirits,No,Monthly,187.13,Both,Celebration,High,Location,3.8
49.0,Gen X,Female,29.25,Entrepreneur,3.0,Home,Sweet,0.67,Medium,Beer,Yes,Weekly,184.97,Online,Stress Relief,Medium,Expensive,3.2
50.0,Gen X,Male,62.37,Professional,2.0,Home,Sour,1.43,High,Wine,No,Monthly,602.52,Offline,Stress Relief,Low,Limited Variety,3.8
36.0,Millennial,Female,23.67,Professional,7.0,Home,Sour,2.0,High,Spirits,Yes,Daily,530.95,Online,Stress Relief,Low,Expensive,1.5
60.0,Baby Boomer,Female,33.84,Other,5.0,Social Event,Bitter,0.94,High,Cocktails,No,Weekly,490.21,Both,Celebration,Low,Expensive,2.8
39.0,Millennial,Female,64.2,Professional,2.0,Bar,Sour,0.94,High,Cocktails,Yes,Monthly,407.38,Online,Celebration,Low,Expensive,4.7
38.0,Millennial,Female,71.46,Entrepreneur,3.0,Other,Salty,2.39,Low,Wine,No,Weekly,542.14,Offline,Celebration,High,Limited Variety,4.0
21.0,Gen Z,Male,56.51,Professional,2.0,Home,Salty,2.41,Low,Beer,Maybe,Monthly,251.42,Online,Stress Relief,High,Limited Variety,5.0
34.0,Millennial,Female,44.28,Retired,2.0,Bar,Salty,2.48,Low,Spirits,No,Monthly,388.7,Both,Celebration,High,Location,4.3
22.0,Gen Z,Male,7.7,Professional,2.0,Bar,Salty,2.12,Medium,Cocktails,Yes,Monthly,58.82,Online,Celebration,Medium,Location,4.1
48.0,Gen X,Male,45.82,Other,2.0,Social Event,Salty,0.88,High,Cocktails,No,Monthly,362.7,Online,Celebration,Low,Limited Variety,3.8
50.0,Gen X,Female,60.67,Professional,2.0,Other,Bitter,0.92,High,Beer,No,Monthly,288.67,Offline,Celebration,Low,Location,3.8
58.0,Baby Boomer,Female,43.66,Entrepreneur,1.0,Other,Sweet,1.18,Low,Wine,Yes,Monthly,75.39,Both,Celebration,High,No Problems,4.8
24.0,Gen Z,Female,49.55,Entrepreneur,0.0,Home,Sour,1.14,Medium,Cider,No,Rarely,355.81,Online,Stress Relief,Medium,Limited Variety,4.5
21.0,Gen Z,Female,46.29,Professional,5.0,Home,Sweet,2.41,High,Other,Maybe,Weekly,410.9,Online,Stress Relief,Low,Location,2.6
28.0,Millennial,Female,43.57,Entrepreneur,5.0,Bar,Sour,2.08,Medium,Spirits,Yes,Weekly,319.2,Both,Celebration,Medium,Expensive,2.5
49.0,Gen X,Female,51.52,Entrepreneur,1.0,Other,Bitter,1.95,Low,Cocktails,Yes,Monthly,369.28,Offline,Daily Habit,High,No Problems,4.1
59.0,Baby Boomer,Female,44.55,Other,2.0,Other,Bitter,0.87,Medium,Other,No,Monthly,226.66,Both,Social,Medium,Expensive,3.5
23.0,Gen Z,Male,78.87,Retired,0.0,Home,Neutral,2.32,Medium,Other,Yes,Rarely,555.92,Online,Stress Relief,Medium,Limited Variety,5.0
52.0,Gen X,Male,5.87,Other,1.0,Restaurant,Neutral,2.16,Medium,Cider,No,Monthly,40.5,Offline,Social,Medium,Location,3.8
30.0,Millennial,Male,39.08,Student,2.0,Bar,Bitter,0.83,Medium,Other,Yes,Monthly,340.44,Online,Celebration,Medium,Expensive,4.0
30.0,Millennial,Male,32.59,Other,0.0,Other,Bitter,2.24,Low,Beer,No,Rarely,68.3,Online,Daily Habit,High,Expensive,5.0
39.0,Millennial,Male,54.38,Professional,2.0,Social Event,Sour,1.04,High,Wine,Yes,Monthly,616.97,Offline,Celebration,Low,Limited Variety,4.3
54.0,Gen X,Male,51.54,Retired,4.0,Social Event,Bitter,0.66,Medium,Spirits,No,Weekly,542.31,Offline,Celebration,Medium,Limited Variety,2.8
53.0,Gen X,Male,82.44,Professional,3.0,Restaurant,Sweet,1.81,Medium,Beer,No,Weekly,518.16,Both,Social,Medium,Location,2.9
43.0,Gen X,Other,89.02,Student,3.0,Home,Sour,1.81,High,Wine,No,Weekly,723.0,Offline,Stress Relief,Low,No Problems,3.6
48.0,Gen X,Male,34.54,Retired,5.0,Home,Bitter,0.69,Low,Beer,No,Weekly,160.27,Offline,Stress Relief,High,Expensive,1.2
52.0,Gen X,Female,50.01,Entrepreneur,3.0,Home,Sour,1.14,Low,Cocktails,Yes,Weekly,463.77,Offline,Stress Relief,High,Expensive,3.6
27.0,Millennial,Male,53.93,Other,6.0,Social Event,Sour,2.49,High,Cocktails,No,Weekly,444.01,Both,Celebration,Low,Location,2.0
49.0,Gen X,Female,34.04,Professional,1.0,Home,Salty,1.86,Low,Cider,Yes,Monthly,87.71,Online,Stress Relief,High,Limited Variety,5.0
28.0,Millennial,Male,62.57,Student,4.0,Social Event,Neutral,1.96,Medium,Beer,Yes,Weekly,269.87,Online,Celebration,Medium,Location,2.4
21.0,Gen Z,Male,45.21,Entrepreneur,0.0,Restaurant,Sour,0.93,Low,Other,Maybe,Rarely,327.18,Online,Social,High,Expensive,4.8
23.0,Gen Z,Female,28.65,Other,2.0,Bar,Sour,0.66,Low,Cocktails,Maybe,Monthly,129.46,Offline,Celebration,High,Limited Variety,4.2
44.0,Gen X,Male,44.41,Entrepreneur,4.0,Other,Salty,1.05,Medium,Wine,No,Weekly,882.87,Online,Daily Habit,Medium,Limited Variety,3.1
43.0,Gen X,Male,30.05,Other,2.0,Restaurant,Bitter,1.0,Low,Cider,No,Monthly,142.28,Both,Social,High,Location,3.3
28.0,Millennial,Male,70.73,Retired,3.0,Social Event,Sour,0.97,Medium,Other,Yes,Weekly,227.7,Online,Celebration,Medium,Limited Variety,1.0
57.0,Baby Boomer,Male,88.03,Entrepreneur,0.0,Restaurant,Salty,0.89,Medium,Spirits,Yes,Rarely,208.99,Both,Social,Medium,Limited Variety,5.0
23.0,Gen Z,Male,54.9,Entrepreneur,0.0,Other,Sweet,1.65,High,Beer,No,Rarely,422.53,Online,Daily Habit,Low,Expensive,5.0
53.0,Gen X,Male,52.23,Entrepreneur,2.0,Bar,Salty,1.16,Medium,Cocktails,Maybe,Monthly,299.03,Offline,Celebration,Medium,Expensive,3.2
48.0,Gen X,Female,53.05,Retired,5.0,Other,Neutral,2.14,Low,Other,Yes,Weekly,454.84,Both,Daily Habit,High,Expensive,2.9
28.0,Millennial,Female,73.64,Student,1.0,Social Event,Neutral,0.87,High,Wine,Yes,Monthly,404.26,Online,Celebration,Low,Limited Variety,3.7
54.0,Gen X,Female,73.21,Other,1.0,Other,Bitter,1.43,Medium,Beer,No,Monthly,476.79,Both,Social,Medium,Limited Variety,4.3
55.0,Gen X,Male,47.69,Entrepreneur,2.0,Restaurant,Bitter,0.53,Medium,Wine,No,Monthly,516.08,Offline,Social,Medium,Limited Variety,4.3
52.0,Gen X,Female,55.05,Retired,2.0,Home,Neutral,1.46,High,Cider,Yes,Monthly,702.99,Both,Stress Relief,Low,Expensive,4.6
44.0,Gen X,Male,63.05,Student,1.0,Restaurant,Neutral,0.61,Medium,Cocktails,Yes,Monthly,266.9,Offline,Social,Medium,Location,3.3
34.0,Millennial,Male,27.25,Other,0.0,Social Event,Sour,2.46,Medium,Cocktails,No,Rarely,58.26,Online,Celebration,Medium,No Problems,5.0
52.0,Gen X,Female,74.25,Retired,3.0,Bar,Neutral,2.08,Medium,Cider,No,Weekly,456.48,Online,Celebration,Medium,Expensive,3.9
63.0,Baby Boomer,Male,84.7,Other,1.0,Other,Bitter,1.48,Low,Wine,Yes,Monthly,488.87,Offline,Daily Habit,High,Expensive,4.2
36.0,Millennial,Male,73.3,Entrepreneur,1.0,Bar,Neutral,0.67,Low,Beer,No,Monthly,229.41,Online,Celebration,High,Expensive,4.5
24.0,Gen Z,Female,25.09,Student,1.0,Social Event,Bitter,1.68,Medium,Wine,Yes,Monthly,78.79,Online,Celebration,Medium,Location,3.0
57.0,Baby Boomer,Female,10.6,Retired,2.0,Other,Sweet,2.02,Low,Beer,Maybe,Monthly,77.91,Online,Celebration,High,Limited Variety,2.6
41.0,Gen X,Female,64.17,Student,2.0,Restaurant,Neutral,0.88,Low,Other,No,Monthly,387.63,Offline,Social,High,Expensive,4.6
34.0,Millennial,Female,34.8,Entrepreneur,2.0,Restaurant,Bitter,1.64,Low,Cider,Maybe,Monthly,218.95,Both,Social,High,Location,3.7
51.0,Gen X,Other,55.74,Student,0.0,Social Event,Salty,2.13,Medium,Spirits,No,Rarely,158.27,Online,Celebration,Medium,Expensive,4.8
38.0,Millennial,Male,80.7,Student,3.0,Other,Sour,2.04,Medium,Beer,Yes,Weekly,543.69,Online,Daily Habit,Medium,Limited Variety,3.6
27.0,Millennial,Male,36.86,Professional,4.0,Restaurant,Bitter,2.11,Medium,Cocktails,Yes,Weekly,214.4,Offline,Social,Medium,Limited Variety,2.8
30.0,Millennial,Male,42.45,Student,1.0,Social Event,Neutral,2.26,Medium,Other,No,Monthly,335.72,Online,Celebration,Medium,Location,4.3
27.0,Millennial,Male,55.53,Other,5.0,Social Event,Neutral,2.38,Medium,Cocktails,Yes,Weekly,1050.89,Online,Celebration,Medium,Expensive,2.7
53.0,Gen X,Male,24.05,Retired,2.0,Bar,Sweet,1.31,Medium,Other,No,Monthly,59.14,Online,Celebration,Medium,No Problems,3.3
43.0,Gen X,Female,34.84,Professional,1.0,Restaurant,Salty,1.64,Medium,Cocktails,Yes,Monthly,110.93,Both,Social,Medium,Location,5.0
41.0,Gen X,Female,50.5,Retired,3.0,Other,Bitter,2.08,Medium,Wine,Yes,Weekly,180.65,Both,Daily Habit,Medium,Expensive,3.4
39.0,Millennial,Female,43.99,Retired,2.0,Restaurant,Salty,1.89,High,Wine,Yes,Monthly,196.72,Online,Social,Low,Expensive,3.5
39.0,Millennial,Male,62.17,Entrepreneur,1.0,Restaurant,Sweet,2.49,High,Wine,No,Monthly,302.17,Offline,Social,Low,Limited Variety,3.9
56.0,Gen X,Female,105.32,Entrepreneur,2.0,Restaurant,Sour,0.53,High,Other,Yes,Monthly,315.77,Offline,Social,Low,No Problems,4.0
49.0,Gen X,Female,51.98,Professional,1.0,Social Event,Salty,1.21,High,Other,No,Monthly,166.13,Offline,Celebration,Low,No Problems,4.3
38.0,Millennial,Female,33.17,Entrepreneur,4.0,Home,Sweet,1.06,Medium,Cocktails,Yes,Weekly,185.4,Offline,Stress Relief,Medium,Limited Variety,2.2
22.0,Gen Z,Male,78.36,Entrepreneur,3.0,Home,Bitter,1.02,Medium,Beer,No,Weekly,657.07,Offline,Stress Relief,Medium,No Problems,3.2
21.0,Gen Z,Female,18.22,Entrepreneur,3.0,Bar,Sour,0.95,Medium,Other,Yes,Weekly,142.6,Online,Celebration,Medium,Expensive,5.0
25.0,Millennial,Male,22.22,Retired,5.0,Restaurant,Neutral,1.92,Medium,Cocktails,No,Weekly,174.68,Online,Social,Medium,Expensive,3.1
40.0,Millennial,Male,38.1,Professional,1.0,Home,Sweet,0.67,High,Beer,No,Monthly,210.92,Online,Stress Relief,Low,No Problems,4.6
31.0,Millennial,Male,44.34,Retired,3.0,Bar,Neutral,1.98,Medium,Wine,No,Weekly,255.03,Both,Celebration,Medium,Location,4.3
62.0,Baby Boomer,Female,37.62,Other,3.0,Social Event,Sour,1.89,High,Other,No,Weekly,248.28,Offline,Celebration,Low,Limited Variety,3.1
22.0,Gen Z,Female,49.37,Retired,5.0,Restaurant,Sweet,1.0,Medium,Spirits,No,Weekly,1285.52,Both,Social,Medium,Location,2.4
23.0,Gen Z,Male,55.49,Other,2.0,Other,Sweet,1.01,High,Wine,No,Monthly,671.34,Both,Social,Low,No Problems,5.0
43.0,Gen X,Male,71.38,Student,0.0,Social Event,Sour,1.76,Medium,Cider,Yes,Rarely,154.64,Online,Celebration,Medium,Location,5.0
32.0,Millennial,Male,51.82,Student,2.0,Bar,Bitter,2.02,Medium,Beer,Yes,Monthly,485.65,Offline,Celebration,Medium,No Problems,4.4
40.0,Millennial,Male,38.76,Other,4.0,Social Event,Sweet,2.25,Medium,Spirits,No,Weekly,536.97,Offline,Celebration,Medium,Location,2.6
25.0,Millennial,Male,70.29,Other,1.0,Other,Sour,2.2,Medium,Wine,No,Monthly,200.61,Both,Social,Medium,Expensive,4.1
57.0,Baby Boomer,Male,33.65,Retired,4.0,Social Event,Salty,2.43,High,Other,No,Weekly,467.9,Both,Celebration,Low,No Problems,2.8
58.0,Baby Boomer,Female,17.35,Other,2.0,Bar,Neutral,1.66,Low,Spirits,Maybe,Monthly,231.69,Offline,Celebration,High,Expensive,4.7
50.0,Gen X,Male,74.12,Professional,1.0,Other,Sweet,2.32,Medium,Cocktails,Yes,Monthly,214.28,Online,Celebration,Medium,No Problems,4.0
29.0,Millennial,Male,72.84,Student,2.0,Other,Salty,2.12,Medium,Beer,Yes,Monthly,284.96,Both,Daily Habit,Medium,Limited Variety,3.7
54.0,Gen X,Male,34.15,Student,2.0,Social Event,Sweet,2.29,High,Cider,No,Monthly,351.58,Online,Celebration,Low,Location,4.4
64.0,Baby Boomer,Female,42.02,Other,2.0,Other,Bitter,0.52,Medium,Cocktails,Maybe,Monthly,297.9,Offline,Daily Habit,Medium,Limited Variety,4.3
55.0,Gen X,Female,31.66,Entrepreneur,3.0,Social Event,Sour,2.43,Low,Spirits,Yes,Weekly,315.34,Both,Celebration,High,Expensive,3.8
42.0,Gen X,Female,56.53,Entrepreneur,4.0,Restaurant,Sweet,1.45,Medium,Wine,Yes,Weekly,618.88,Offline,Social,Medium,Expensive,3.0
64.0,Baby Boomer,Male,84.64,Other,2.0,Other,Sour,2.1,Medium,Beer,Yes,Monthly,636.89,Offline,Daily Habit,Medium,No Problems,3.5
44.0,Gen X,Female,64.06,Professional,0.0,Social Event,Sweet,0.75,Low,Other,No,Rarely,136.92,Offline,Celebration,High,No Problems,4.7
37.0,Millennial,Male,70.71,Entrepreneur,2.0,Restaurant,Bitter,1.29,Medium,Cider,Yes,Monthly,738.85,Online,Social,Medium,Limited Variety,4.6
30.0,Millennial,Female,66.39,Other,2.0,Other,Bitter,1.04,High,Wine,No,Monthly,737.44,Online,Celebration,Low,No Problems,4.4
50.0,Gen X,Female,50.0,Professional,1.0,Restaurant,Salty,1.08,High,Cider,Yes,Monthly,225.92,Both,Social,Low,No Problems,3.8
43.0,Gen X,Female,71.67,Professional,1.0,Other,Bitter,0.75,Low,Other,Maybe,Monthly,355.38,Both,Social,High,Location,4.9
52.0,Gen X,Female,64.9,Retired,1.0,Bar,Sour,2.11,High,Beer,Yes,Monthly,152.95,Both,Celebration,Low,Expensive,5.0
37.0,Millennial,Female,78.79,Professional,1.0,Bar,Bitter,0.52,Medium,Spirits,Yes,Monthly,516.34,Online,Celebration,Medium,No Problems,4.5
37.0,Millennial,Male,40.81,Entrepreneur,2.0,Social Event,Sweet,1.13,Low,Cider,Yes,Monthly,336.23,Both,Celebration,High,Location,4.2
34.0,Millennial,Female,15.24,Entrepreneur,1.0,Home,Bitter,0.85,Low,Beer,Maybe,Monthly,74.86,Both,Stress Relief,High,No Problems,5.0
29.0,Millennial,Male,70.91,Other,2.0,Bar,Sour,1.68,Low,Cider,No,Monthly,770.04,Online,Celebration,High,No Problems,3.7
60.0,Baby Boomer,Female,57.0,Other,4.0,Home,Sweet,1.01,High,Wine,Yes,Weekly,2282.862084392817,Online,Stress Relief,Low,No Problems,4.2
22.0,Gen Z,Male,44.08,Professional,4.0,Restaurant,Salty,1.02,Low,Cider,No,Weekly,539.78,Online,Social,High,Location,3.6
65.0,Baby Boomer,Male,45.2,Student,2.0,Restaurant,Salty,1.48,Low,Wine,No,Monthly,168.03,Both,Social,High,Limited Variety,4.3
45.0,Gen X,Male,101.09,Retired,2.0,Home,Salty,1.81,Medium,Wine,No,Monthly,618.37,Offline,Stress Relief,Medium,Limited Variety,4.0
59.0,Baby Boomer,Male,37.16,Student,2.0,Social Event,Sweet,0.74,Medium,Beer,Yes,Monthly,210.8,Offline,Celebration,Medium,Limited Variety,4.2
29.0,Millennial,Female,32.93,Professional,0.0,Other,Salty,0.85,Medium,Cocktails,No,Rarely,152.92,Online,Celebration,Medium,Expensive,4.2
42.0,Gen X,Female,51.71,Professional,1.0,Home,Bitter,0.99,Medium,Other,Yes,Monthly,217.83,Both,Stress Relief,Medium,Limited Variety,5.0
63.0,Baby Boomer,Male,73.61,Student,0.0,Home,Sweet,2.45,Low,Cider,Yes,Rarely,285.97,Online,Stress Relief,High,Location,5.0
24.0,Gen Z,Male,95.57,Retired,1.0,Home,Sweet,1.29,High,Spirits,No,Monthly,731.96,Online,Stress Relief,Low,No Problems,5.0
46.0,Gen X,Female,63.15,Student,1.0,Home,Sweet,1.7,Low,Wine,Yes,Monthly,257.23,Offline,Stress Relief,High,Expensive,4.5
49.0,Gen X,Male,24.59,Other,3.0,Home,Neutral,0.98,Medium,Cocktails,Maybe,Weekly,83.25,Online,Stress Relief,Medium,Limited Variety,3.3
65.0,Baby Boomer,Female,89.42,Entrepreneur,2.0,Social Event,Sour,1.48,Medium,Wine,No,Monthly,1327.41,Both,Celebration,Medium,Expensive,3.7
54.0,Gen X,Female,49.61,Other,2.0,Bar,Neutral,0.65,Low,Cocktails,No,Monthly,612.63,Online,Celebration,High,Expensive,4.4
43.0,Gen X,Female,33.25,Entrepreneur,3.0,Other,Neutral,0.57,High,Cocktails,Maybe,Weekly,131.73,Offline,Daily Habit,Low,Expensive,3.2
57.0,Baby Boomer,Female,28.41,Professional,1.0,Bar,Neutral,1.44,Medium,Spirits,Yes,Monthly,203.25,Offline,Celebration,Medium,Location,4.4
31.0,Millennial,Male,66.73,Retired,6.0,Home,Sour,1.3,Low,Cocktails,Yes,Weekly,714.81,Offline,Stress Relief,High,Expensive,2.3
26.0,Millennial,Female,54.78,Student,2.0,Bar,Neutral,0.77,High,Spirits,Maybe,Monthly,386.8,Online,Celebration,Low,Location,3.7
38.0,Millennial,Male,56.9,Retired,4.0,Social Event,Salty,1.88,Medium,Beer,Yes,Weekly,608.66,Online,Celebration,Medium,Expensive,3.5
41.0,Gen X,Male,75.73,Student,2.0,Restaurant,Sweet,2.49,Medium,Wine,Yes,Monthly,416.89,Both,Social,Medium,No Problems,4.0
62.0,Baby Boomer,Female,33.96,Other,0.0,Bar,Sweet,1.29,Medium,Spirits,Yes,Rarely,95.22,Offline,Celebration,Medium,No Problems,4.2
56.0,Gen X,Male,77.32,Other,3.0,Other,Bitter,1.75,High,Other,Yes,Weekly,413.86,Both,Social,Low,No Problems,3.2
61.0,Baby Boomer,Female,39.62,Student,1.0,Social Event,Salty,2.43,Low,Wine,Maybe,Monthly,126.99,Both,Celebration,High,No Problems,5.0
58.0,Baby Boomer,Female,93.28,Retired,1.0,Restaurant,Sour,2.16,Low,Other,Yes,Monthly,311.86,Offline,Social,High,No Problems,4.0
54.0,Gen X,Female,61.97,Student,2.0,Social Event,Sweet,1.43,Medium,Cider,No,Monthly,370.89,Online,Celebration,Medium,No Problems,4.4
37.0,Millennial,Female,31.6,Professional,1.0,Home,Neutral,1.97,Low,Other,No,Monthly,111.96,Offline,Stress Relief,High,Location,4.6
57.0,Baby Boomer,Male,9.49,Other,3.0,Restaurant,Bitter,0.76,Medium,Beer,No,Weekly,100.9,Both,Social,Medium,Expensive,3.4
45.0,Gen X,Male,66.18,Professional,2.0,Other,Bitter,1.52,Medium,Cider,Yes,Monthly,861.65,Both,Social,Medium,Expensive,5.0
58.0,Baby Boomer,Female,42.52,Other,4.0,Restaurant,Sweet,1.06,Low,Cider,Yes,Weekly,293.77,Offline,Social,High,Limited Variety,2.4
32.0,Millennial,Male,46.89,Other,0.0,Other,Salty,0.82,Low,Cocktails,Yes,Rarely,219.28,Both,Celebration,High,Location,4.6
43.0,Gen X,Female,65.32,Entrepreneur,2.0,Home,Bitter,1.35,Medium,Other,No,Monthly,519.04,Online,Stress Relief,Medium,Limited Variety,4.0
62.0,Baby Boomer,Female,70.21,Professional,2.0,Other,Sweet,0.76,High,Cocktails,No,Monthly,550.23,Both,Social,Low,No Problems,5.0
42.0,Gen X,Female,74.47,Professional,2.0,Social Event,Salty,1.9,Medium,Other,Yes,Monthly,478.77,Both,Celebration,Medium,No Problems,4.0
41.0,Gen X,Male,26.5,Entrepreneur,3.0,Bar,Sweet,1.41,Medium,Cider,No,Weekly,290.42,Online,Celebration,Medium,Limited Variety,3.6
47.0,Gen X,Male,78.52,Retired,3.0,Social Event,Sweet,1.56,Low,Cocktails,Yes,Weekly,755.46,Online,Celebration,High,Location,3.3
51.0,Gen X,Male,38.42,Professional,0.0,Social Event,Salty,0.79,Medium,Wine,No,Rarely,85.85,Online,Celebration,Medium,No Problems,5.0
26.0,Millennial,Male,4.88,Student,2.0,Restaurant,Salty,0.78,Low,Other,No,Monthly,46.65,Online,Social,High,Limited Variety,3.9
